Beijing,Tianjin,Hebei,Shanxi,Inner Mongolia,Liaoning,Jilin,Heilongjiang,Shanghai,Jiangsu,Zhejiang,Anhui,Fujian,Jiangxi,Shandong,Henan,Hubei,Hunan,Guangdong,Guangxi,Chongqing,Sichuan,Guizhou,Yunnan,Shaanxi,Gansu,Qinghai,Ningxia,Xinjiang
87475,93173,36584,33628,63886,56649,43415,35711,85373,68347,63374,28792,52763,28800,51768,31499,38572,33480,54095,27952,38914,29608,19710,22195,38564,21978,33181,36394,33796
